Survey year,Survey ID,Survey name official,Survey name,Survey abbriviation,Cruise ID,Cruise code,Stratum ID,Station ID,Haul ID,Haul number,Vessel ID,Vessel name,Date and time,Start latitude (decimal degrees),Start longitude (decimal degrees),End latitude (decimal degrees),End longitude (decimal degrees),Depth (m),Distance fished (km),Tow duration (decimal hr),Area swept (km),Net height (m),Net width (m),Haul performance code,Bottom temperature (degrees Celsius),Surface temperature (degrees Celsius),Taxon code,Taxon common name,Taxon scientific name,Taxon weight (kg),Taxon count,Weight CPUE (kg/km2),Number CPUE (no/km2),Taxon confidence rating,Lowest taxonomic rank,Integrated taxonomic information system (ITIS) serial number,World register of marine species (WoRMS) taxonomic serial number
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,42,IH2221,-13592,112,89,ALDEBARAN,30-JUN-2005 11:43AM,57.49684,-170.5778,57.51776,-170.6104,76,3.039,.53,.052152,2.944,17.161,0,4.4,8.6,68580,snow crab,Chionoecetes opilio,24.24,102,464.792727,1955.810982,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,41,R-27,-12161,165,94,VESTERAALEN,22-JUL-2014 01:24PM,60.65684,-174.81888,60.6826,-174.8223,97,2.868,.501,.05144,2.105,17.936,0,.7,9.3,68580,snow crab,Chionoecetes opilio,21.59,215,419.708631,4179.590349,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,43,N-24,-12144,152,162,ALASKA KNIGHT,20-JUL-2014 07:22AM,59.32021,-172.50312,59.34481,-172.50033,88,2.74,.507,.04612,1.95,16.832,0,.8,9.5,68580,snow crab,Chionoecetes opilio,130.654,1244,2832.933793,26973.300769,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,61,M-25,-12128,150,162,ALASKA KNIGHT,19-JUL-2014 12:53PM,58.9913,-173.07663,59.01581,-173.08099,107,2.735,.508,.048131,1.86,17.598,0,2.1,9.9,68580,snow crab,Chionoecetes opilio,10.532,48,218.821609,997.288,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,20,N-19,-11935,90,162,ALASKA KNIGHT,01-JUL-2014 05:37PM,59.30457,-169.23121,59.32901,-169.2372,50,2.737,.507,.04253,2.196,15.539,0,1.7,6.6,68580,snow crab,Chionoecetes opilio,.068,3,1.598862,70.53804,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,20,Q-19,-11920,86,94,VESTERAALEN,01-JUL-2014 03:21PM,60.33395,-169.27978,60.3335,-169.3324,43,2.915,.509,.048503,2.011,16.639,0,.9,4.7,68580,snow crab,Chionoecetes opilio,.25,49,5.154354,1010.25335,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,61,I-24,-12033,137,94,VESTERAALEN,13-JUL-2014 07:28AM,57.68525,-172.16916,57.6594,-172.16583,109,2.88,.513,.052232,1.749,18.136,0,2.9,9.6,68580,snow crab,Chionoecetes opilio,34.28,107,656.306671,2048.565162,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,50,D-01,-12016,141,162,ALASKA KNIGHT,14-JUL-2014 10:04AM,56.02294,-167.61179,55.99753,-167.61271,133,2.824,.51,.050225,1.776,17.785,0,4.2,10.7,68580,snow crab,Chionoecetes opilio,10.22,56,203.484969,1114.98613,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,20,P-19,-13559,79,89,ALDEBARAN,22-JUN-2005 12:00PM,60.00296,-169.3076,59.98551,-169.3457,47,2.884,.518,.045625,3.825,15.82,0,.7,4.3,68580,snow crab,Chionoecetes opilio,.614,11,13.45757,241.096525,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,31,D-06,-13536,56,89,ALDEBARAN,14-JUN-2005 05:47PM,56.00222,-164.60851,55.97755,-164.6237,94,2.902,.512,.052718,2.946,18.166,0,4.2,6.2,68580,snow crab,Chionoecetes opilio,2.44,10,46.284237,189.689496,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,31,D-09,-13505,25,89,ALDEBARAN,08-JUN-2005 09:52AM,55.99764,-162.80341,55.99937,-162.8472,80,2.749,.491,.045853,3.324,16.68,0,4,6.8,68580,snow crab,Chionoecetes opilio,.42,1,9.159642,21.808672,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,43,N-23,-13606,126,89,ALDEBARAN,03-JUL-2005 09:21AM,59.3446,-171.8372,59.31762,-171.8369,81,2.999,.527,.05496,2.829,18.326,0,1.6,9.4,68580,snow crab,Chionoecetes opilio,123.399,927,2245.26441,16866.912275,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,32,HG1918,-13584,104,89,ALDEBARAN,27-JUN-2005 09:38AM,57.17902,-168.6494,57.15538,-168.63161,77,2.84,.511,.047627,3.44,16.77,0,3.8,8.6,68580,snow crab,Chionoecetes opilio,2.66,11,55.850907,230.962399,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,20,N-19,-13561,81,89,ALDEBARAN,22-JUN-2005 05:15PM,59.34658,-169.22971,59.33556,-169.2749,51,2.856,.508,.045513,3.717,15.936,0,1.3,5.2,68580,snow crab,Chionoecetes opilio,.18,19,3.954895,417.461161,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,31,E-03,-13546,66,89,ALDEBARAN,19-JUN-2005 02:28PM,56.32926,-166.43159,56.34541,-166.39819,103,2.736,.486,.04994,2.206,18.253,0,4.2,7.7,68580,snow crab,Chionoecetes opilio,1.394,7,27.91338,140.167618,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,61,P-31,-12291,194,94,VESTERAALEN,29-JUL-2014 10:42AM,60.00779,-177.22887,59.99372,-177.18722,137,2.806,.503,.049585,1.799,17.671,0,1.8,10.2,68580,snow crab,Chionoecetes opilio,.61,9,12.302151,181.507141,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,82,V-27,-12184,174,94,VESTERAALEN,24-JUL-2014 01:03PM,61.98899,-175.14447,62.00764,-175.18202,80,2.861,.5,.051432,1.916,17.977,0,-1.6,9.1,68580,snow crab,Chionoecetes opilio,9.86,145,191.708707,2819.245695,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,43,Q-25,-12169,162,162,ALASKA KNIGHT,22-JUL-2014 09:48AM,60.27746,-173.3771,60.30323,-173.37378,63,2.87,.519,.049439,1.835,17.226,0,.6,9,68580,snow crab,Chionoecetes opilio,6.848,154,138.515193,3114.973678,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,43,P-25,-12152,160,162,ALASKA KNIGHT,21-JUL-2014 04:24PM,60.00035,-173.24553,60.0082,-173.28613,75,2.433,.452,.041427,1.617,17.027,0,.3,9,68580,snow crab,Chionoecetes opilio,21.88,589,528.161904,14217.886724,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,42,GF2221,-11981,117,162,ALASKA KNIGHT,09-JUL-2014 07:05AM,56.82314,-170.46172,56.83785,-170.49993,102,2.853,.52,.051511,2,18.055,0,4,9.9,68580,snow crab,Chionoecetes opilio,.716,2,13.899967,38.826722,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,42,JI1918,-11966,102,162,ALASKA KNIGHT,04-JUL-2014 12:45PM,57.82127,-168.75843,57.84036,-168.72652,71,2.849,.516,.047544,1.574,16.688,0,2.6,8.7,68580,snow crab,Chionoecetes opilio,154.941,3486,3258.889345,73321.382046,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,41,K-20,-11942,94,94,VESTERAALEN,03-JUL-2014 12:52PM,58.34952,-169.73329,58.32407,-169.73283,70,2.829,.513,.048,1.972,16.967,0,1.7,8,68580,snow crab,Chionoecetes opilio,15.73,313,327.710771,6520.881832,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,43,P-23,-13604,124,89,ALDEBARAN,02-JUL-2005 04:49PM,60.01626,-171.9369,60.00114,-171.9803,67,2.952,.517,.053148,3.024,18.004,0,.1,9.1,68580,snow crab,Chionoecetes opilio,2.496,22,46.963367,413.939931,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,42,HG2019,-13581,101,89,ALDEBARAN,26-JUN-2005 04:57PM,57.15145,-169.3228,57.16992,-169.3329,67,2.141,.382,.034125,3.535,15.939,0,,9.1,68580,snow crab,Chionoecetes opilio,7.196,34,210.869329,996.325347,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,42,JI1918,-13566,86,89,ALDEBARAN,23-JUN-2005 05:02PM,57.82251,-168.7726,57.84607,-168.75661,71,2.787,.498,.045687,3.432,16.393,0,2.8,7.7,68580,snow crab,Chionoecetes opilio,104.578,707,2288.995423,15474.762993,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,61,O-28,-13663,183,89,ALDEBARAN,17-JUL-2005 06:02PM,59.66724,-175.0788,59.66969,-175.11591,126,2.118,.371,.041174,2.399,19.44,4.4,3.3,7.5,68580,snow crab,Chionoecetes opilio,72.1,350,1751.108469,8500.526547,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,82,V-25,-13644,164,89,ALDEBARAN,14-JUL-2005 09:26AM,62.00036,-173.7054,62.00378,-173.76151,63,2.977,.518,.051017,3.359,17.137,0,-.6,5.9,68580,snow crab,Chionoecetes opilio,100.4,2388,1967.977285,46808.065312,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,61,J-26,-13622,142,89,ALDEBARAN,09-JUL-2005 06:19PM,57.98874,-173.479,58.01457,-173.4698,118,2.926,.509,.053552,3.184,18.302,0,3.9,6.8,68580,snow crab,Chionoecetes opilio,9.1,16,169.929398,298.776964,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,61,L-26,-12135,149,94,VESTERAALEN,19-JUL-2014 10:39AM,58.66325,-173.63943,58.68156,-173.60476,126,2.865,.51,.050888,2,17.762,0,2.9,9.9,68580,snow crab,Chionoecetes opilio,94.77,584,1862.320349,11476.153673,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,61,M-27,-12331,212,94,VESTERAALEN,02-AUG-2014 07:44AM,59.00622,-174.36408,58.98019,-174.36604,127,2.895,.518,.050781,2.061,17.541,0,2.7,11.5,68580,snow crab,Chionoecetes opilio,112.89,823,2223.067023,16206.786784,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,61,M-28,-12314,199,162,ALASKA KNIGHT,30-JUL-2014 03:23PM,59.01721,-175.02871,58.99165,-175.02453,130,2.851,.529,.050719,1.844,17.79,0,2.9,10.6,68580,snow crab,Chionoecetes opilio,10.002,26,197.203076,512.625472,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,61,Q-28,-12202,180,162,ALASKA KNIGHT,27-JUL-2014 07:31AM,60.33457,-175.35162,60.33621,-175.40345,112,2.878,.531,.051438,1.669,17.873,0,1.7,9.8,68580,snow crab,Chionoecetes opilio,125.26,804,2435.141278,15630.317637,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,90,S-31,-12192,182,94,VESTERAALEN,27-JUL-2014 07:44AM,61.00081,-177.63563,60.98033,-177.66519,136,2.784,.496,.051596,1.784,18.533,0,1.5,10.1,68580,snow crab,Chionoecetes opilio,26.79,99,519.227585,1918.758152,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,42,I-22,-12023,127,94,VESTERAALEN,11-JUL-2014 07:27AM,57.67303,-170.89892,57.69755,-170.88925,86,2.786,.524,.049334,1.638,17.708,0,3.4,9.8,68580,snow crab,Chionoecetes opilio,10.23,38,207.360012,770.252242,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,41,L-23,-12007,132,162,ALASKA KNIGHT,12-JUL-2014 10:34AM,58.68389,-171.71233,58.65915,-171.72132,92,2.799,.519,.054413,1.982,19.44,0,1.1,8.6,68580,snow crab,Chionoecetes opilio,120.664,505,2217.576236,9280.945429,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,41,O-22,-11999,124,162,ALASKA KNIGHT,10-JUL-2014 01:26PM,59.65049,-171.24547,59.6755,-171.26086,72,2.913,.524,.050328,1.89,17.277,0,-.2,8.7,68580,snow crab,Chionoecetes opilio,45.286,525,899.818969,10431.589428,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,32,GF2019,-11991,116,94,VESTERAALEN,08-JUL-2014 06:48PM,56.84016,-169.28849,56.81948,-169.31669,81,2.874,.507,.047562,1.795,16.549,0,3.8,9.3,68580,snow crab,Chionoecetes opilio,2.75,9,57.819479,189.227386,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,32,GF1918,-11973,109,162,ALASKA KNIGHT,06-JUL-2014 07:05AM,56.81806,-168.60238,56.83402,-168.63991,98,2.901,.525,.049947,1.599,17.217,0,3,9.2,68580,snow crab,Chionoecetes opilio,164.61,1263,3295.725306,25287.048544,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,31,F-07,-13512,32,89,ALDEBARAN,10-JUN-2005 07:02AM,56.65912,-164.0193,56.68514,-164.0134,76,2.914,.519,.050325,3.129,17.27,0,3.6,7.4,68580,snow crab,Chionoecetes opilio,.92,3,18.281252,59.612779,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,31,F-11,-13491,11,89,ALDEBARAN,05-JUN-2005 09:39AM,56.65631,-161.61079,56.66999,-161.6091,91,1.524,.276,.024931,3.006,16.359,0,3.7,7.8,68580,snow crab,Chionoecetes opilio,.57,1,22.862996,40.110519,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,42,J-21,-13596,116,89,ALDEBARAN,01-JUL-2005 09:18AM,57.98359,-170.3598,58.00637,-170.33389,75,2.958,.529,.050718,2.871,17.146,0,3.5,9.1,68580,snow crab,Chionoecetes opilio,212.351,2918,4186.907068,57533.964164,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,50,D-01,-13573,93,89,ALDEBARAN,25-JUN-2005 09:34AM,56.01091,-167.6082,55.98647,-167.6093,134,2.72,.483,.05205,3.095,19.136,0,4.3,8.4,68580,snow crab,Chionoecetes opilio,1.352,2,25.975064,38.424651,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,41,S-25,-13655,175,89,ALDEBARAN,16-JUL-2005 12:31PM,61.02285,-173.5089,60.99612,-173.5127,77,2.981,.52,.053008,3.081,17.782,0,.2,5.9,68580,snow crab,Chionoecetes opilio,594.35,7587,11212.428461,143128.955548,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,43,O-25,-13629,149,89,ALDEBARAN,11-JUL-2005 09:23AM,59.65797,-173.2484,59.67923,-173.21719,97,2.947,.516,.05368,3.095,18.215,0,1.6,7.1,68580,snow crab,Chionoecetes opilio,23.37,185,435.360879,3446.374093,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,41,H-23,-13612,132,89,ALDEBARAN,04-JUL-2005 12:02PM,57.34484,-171.4731,57.33114,-171.4747,101,1.528,.27,.02847,2.775,18.632,0,4.1,8.6,68580,snow crab,Chionoecetes opilio,15.97,78,560.947332,2739.755282,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-612,31,H-06,-13744,56,88,ARCTURUS,13-JUN-2005 05:47PM,57.34159,-164.61971,57.32476,-164.6216,62,1.874,.335,.030038,2.22,16.029,0,,7.6,68580,snow crab,Chionoecetes opilio,1.17,4,38.950214,133.163124,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,41,S-24,-12176,169,162,ALASKA KNIGHT,23-JUL-2014 03:35PM,60.99912,-172.78222,60.99999,-172.83498,67,2.864,.515,.049249,1.663,17.196,0,.5,8.7,68580,snow crab,Chionoecetes opilio,32.092,585,651.622893,11878.330806,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,41,R-26,-12160,164,94,VESTERAALEN,22-JUL-2014 10:36AM,60.65805,-174.10718,60.6723,-174.15149,86,2.9,.521,.050585,2.196,17.443,0,.5,8.9,68580,snow crab,Chionoecetes opilio,62.74,1134,1240.295979,22417.845712,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,43,PO2625,-12143,157,94,VESTERAALEN,20-JUL-2014 04:55PM,59.82539,-173.55547,59.84777,-173.57741,95,2.777,.498,.048664,2.1,17.524,0,1.6,9.4,68580,snow crab,Chionoecetes opilio,49.52,202,1017.58691,4150.899755,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,61,L-25,-12127,149,162,ALASKA KNIGHT,19-JUL-2014 10:08AM,58.64881,-172.9886,58.67498,-172.99286,112,2.919,.527,.051979,1.757,17.807,0,2.5,10.3,68580,snow crab,Chionoecetes opilio,19.746,92,379.886866,1769.958052,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,42,I-18,-11950,102,94,VESTERAALEN,05-JUL-2014 07:28AM,57.67077,-168.39888,57.64525,-168.40297,70,2.847,.513,.046198,2.008,16.227,0,2.8,9.1,68580,snow crab,Chionoecetes opilio,38.36,365,830.334141,7900.728921,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,41,M-19,-11934,89,162,ALASKA KNIGHT,01-JUL-2014 03:08PM,58.98618,-169.17573,59.01007,-169.18305,54,2.688,.5,.042352,2.13,15.756,0,1,6.4,68580,snow crab,Chionoecetes opilio,.054,3,1.275024,70.834693,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,20,Q-18,-11919,85,94,VESTERAALEN,01-JUL-2014 12:45PM,60.33318,-168.63098,60.33338,-168.68188,37,2.82,.491,.043961,2.157,15.589,0,3.7,4.5,68580,snow crab,Chionoecetes opilio,.01,1,.227474,22.747446,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,61,J-24,-12032,136,94,VESTERAALEN,12-JUL-2014 05:07PM,58.01481,-172.24786,57.99155,-172.22856,105,2.826,.511,.050116,1.688,17.734,0,2.9,9.3,68580,snow crab,Chionoecetes opilio,6.7,16,133.689082,319.257509,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,50,E-01,-12015,140,162,ALASKA KNIGHT,14-JUL-2014 07:22AM,56.35492,-167.66153,56.33088,-167.64899,129,2.782,.513,.05579,1.79,20.054,0,4,10.3,68580,snow crab,Chionoecetes opilio,28.174,64,504.998832,1147.154301,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,31,J-03,-13551,71,89,ALDEBARAN,20-JUN-2005 03:04PM,57.99151,-166.51199,58.01316,-166.53819,57,2.862,.513,.047807,2.203,16.704,0,,6.3,68580,snow crab,Chionoecetes opilio,7.798,25,163.114707,522.937634,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,31,D-05,-13535,55,89,ALDEBARAN,14-JUN-2005 03:00PM,56.01217,-165.1993,55.98874,-165.1776,98,2.94,.52,.054675,2.795,18.597,0,4.1,7,68580,snow crab,Chionoecetes opilio,7.2,27,131.686809,493.825535,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,41,P-22,-13603,123,89,ALDEBARAN,02-JUL-2005 02:20PM,60.00523,-171.2733,60.00562,-171.3266,70,2.987,.521,.054659,2.858,18.299,0,-.8,9.3,68580,snow crab,Chionoecetes opilio,67.85,652,1241.33006,11928.477507,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,31,G-11,-13492,12,89,ALDEBARAN,05-JUN-2005 12:08PM,56.99107,-161.5791,57.01596,-161.5809,70,2.767,.502,.043959,3.324,15.887,0,3.7,8.2,68580,snow crab,Chionoecetes opilio,.5,1,11.37415,22.7483,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-612,31,E-08,-13720,32,88,ARCTURUS,09-JUN-2005 10:53AM,56.3177,-163.41161,56.34296,-163.411,86,2.807,.495,.045277,3.327,16.13,0,3.7,7.6,68580,snow crab,Chionoecetes opilio,.7,2,15.460419,44.172626,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,42,HG2019,-11990,115,94,VESTERAALEN,08-JUL-2014 04:01PM,57.18409,-169.3272,57.15899,-169.31486,73,2.888,.519,.046722,1.907,16.178,0,3.6,9.8,68580,snow crab,Chionoecetes opilio,40.67,166,870.466681,3552.92523,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,31,F-01,-11972,108,162,ALASKA KNIGHT,05-JUL-2014 05:33PM,56.69582,-167.66551,56.66982,-167.6645,100,2.891,.525,.050061,1.671,17.316,0,3.2,9.6,68580,snow crab,Chionoecetes opilio,35.38,81,706.744048,1618.040359,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,42,IH1918,-11949,101,94,VESTERAALEN,04-JUL-2014 06:03PM,57.50829,-168.75734,57.48579,-168.73912,71,2.73,.506,.043767,2.088,16.032,0,3,9,68580,snow crab,Chionoecetes opilio,226.15,3947,5167.092555,90181.358894,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,41,L-19,-11933,88,162,ALASKA KNIGHT,01-JUL-2014 12:25PM,58.63773,-169.14062,58.66164,-169.14797,63,2.691,.506,.043091,2.053,16.013,0,1.5,6.8,68580,snow crab,Chionoecetes opilio,1.392,6,32.303742,139.240268,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,42,F-21,-11980,116,162,ALASKA KNIGHT,08-JUL-2014 03:50PM,56.66763,-170.09616,56.66137,-170.14123,97,2.856,.525,.04988,1.651,17.465,0,4,9.9,68580,snow crab,Chionoecetes opilio,1.264,4,25.340798,80.192398,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-689,42,J-19,-11965,101,162,ALASKA KNIGHT,04-JUL-2014 10:17AM,58.01352,-169.09616,57.99675,-169.06049,70,2.818,.517,.047836,1.536,16.975,0,1.8,8.2,68580,snow crab,Chionoecetes opilio,81.206,1135,1697.607742,23727.123447,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,32,F-19,-11958,110,94,VESTERAALEN,06-JUL-2014 03:47PM,56.64976,-168.91079,56.67415,-168.91404,101,2.718,.499,.044412,2,16.34,0,3.2,9.4,68580,snow crab,Chionoecetes opilio,190.1,1450,4280.363108,32648.745433,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,41,L-20,-11941,93,94,VESTERAALEN,03-JUL-2014 10:17AM,58.67726,-169.77706,58.65278,-169.78892,67,2.806,.501,.047388,1.808,16.888,0,1.1,7.9,68580,snow crab,Chionoecetes opilio,60.886,1510,1284.847419,31864.789973,High,species,98428,107315
2014,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,201401,-688,41,K-01,-11832,77,94,VESTERAALEN,29-JUN-2014 06:52PM,58.33327,-167.81153,58.33374,-167.85826,60,2.745,.497,.045792,2.047,16.682,0,1.8,6.7,68580,snow crab,Chionoecetes opilio,.35,5,7.643241,109.189163,High,species,98428,107315
2005,98,Eastern Bering Sea Crab/Groundfish Bottom Trawl Survey,eastern Bering Sea,EBS,200501,-611,42,GF2221,-13588,108,89,ALDEBARAN,29-JUN-2005 02:31PM,56.82508,-170.4653,56.84758,-170.489,102,2.887,.512,.049812,3.328,17.254,0,4.4,8.4,68580,snow crab,Chionoecetes opilio,1.998,7,40.110577,140.527546,High,species,98428,107315
